Segments,Image,Enhancement,Focus,Background
5.0,11.0,24.337885248219813,444.22222222222223,18.252293397377848
5.0,12.0,9.385222313502421,177.66666666666666,18.930469703531635
5.0,13.0,10.476407110702135,199.66666666666666,19.05869679908658
5.0,14.0,10.38253318789479,196.11111111111111,18.888560966967205
5.0,15.0,15.37908949416507,305.6666666666667,19.875472262687506
5.0,16.0,13.067165077082663,243.55555555555554,18.63874483247372
5.0,17.0,8.921900773017699,167.11111111111111,18.73043820622859
5.0,18.0,8.07653865995006,154.44444444444446,19.12260325209654
5.0,19.0,11.537564588425711,224.77777777777777,19.48225520689791
5.0,20.0,10.79508635746839,203.55555555555554,18.856315625
5.0,21.0,6.246447380401397,118.22222222222223,18.926313634395054
5.0,22.0,9.952760511407293,192.22222222222223,19.31345801015788
5.0,23.0,8.603215153950622,165.88888888888889,19.282196936887278
5.0,24.0,8.46890281527568,159.88888888888889,18.879528125
5.0,0.0,8.446676540402487,165.66666666666666,19.613236741604002
5.0,1.0,9.496760748284048,187.11111111111111,19.702624512776094
5.0,2.0,13.042351847699344,247.77777777777777,18.997936926650656
5.0,3.0,12.793856076687387,245.77777777777777,19.210609866530177
5.0,4.0,7.733014140571397,152.33333333333334,19.69908894050947
5.0,5.0,11.802730958256952,224.22222222222223,18.997486515217133
5.0,6.0,10.471242392627225,198.22222222222223,18.93015315563605
5.0,7.0,8.020584148292446,157.88888888888889,19.68546005748258
5.0,8.0,17.2939247210047,330.55555555555554,19.113969841332334
5.0,9.0,6.388717580375163,124.33333333333333,19.461391393361943
5.0,10.0,12.390793375621689,227.33333333333334,18.346955391944565
5.0,11.0,24.445275424325054,453.55555555555554,18.55391472105201
5.0,12.0,8.55595314973156,161.66666666666666,18.895225796291193
5.0,13.0,9.807995612931114,188.33333333333334,19.202020551990238
5.0,14.0,11.149879508082595,210.55555555555554,18.884110398047167
5.0,15.0,15.05396526685131,303.8888888888889,20.186634119453522
5.0,16.0,14.257515626514005,266.3333333333333,18.680206307334934
5.0,17.0,8.80223628077128,166.88888888888889,18.959828339698415
5.0,18.0,8.054927808882532,155.0,19.24287885349817
5.0,19.0,11.757042603833042,229.55555555555554,19.524940351982362
5.0,20.0,11.934929657925569,224.0,18.7684390625
5.0,21.0,6.701415666013126,127.88888888888889,19.083861569353125
5.0,22.0,9.991910689780257,192.88888888888889,19.304504901767785
5.0,23.0,7.563281031701193,146.0,19.303791487853854
5.0,24.0,8.033637766019233,151.55555555555554,18.865121875
5.0,0.0,8.935244834992542,176.11111111111111,19.709712980826016
5.0,1.0,9.093723029507617,180.11111111111111,19.806091578408598
5.0,2.0,13.747898813905415,264.3333333333333,19.227180597661324
5.0,3.0,12.316614827036434,238.88888888888889,19.395661246505767
5.0,4.0,7.531715702240933,150.0,19.915780936257335
5.0,5.0,12.48445680520143,238.0,19.063704870270485
5.0,6.0,10.314681535530035,199.55555555555554,19.34674908460963
5.0,7.0,7.972966185758593,155.33333333333334,19.4825024607268
5.0,8.0,18.148945480077373,349.8888888888889,19.27874483247372
5.0,9.0,6.392285777664171,124.33333333333333,19.450527973542265
5.0,10.0,13.112007374090368,241.33333333333334,18.405521477223513
5.0,11.0,24.37157423114472,452.0,18.54619630694122
5.0,12.0,8.449412725612296,160.33333333333334,18.975677782589866
5.0,13.0,8.935927786045708,174.33333333333334,19.509259419662193
5.0,14.0,9.506480728170493,181.33333333333334,19.07470687822355
5.0,15.0,15.430466071052827,311.6666666666667,20.19813693452498
5.0,16.0,13.923839711465629,260.8888888888889,18.736849482263082
5.0,17.0,9.99293628567128,189.55555555555554,18.968954683255248
5.0,18.0,8.219526738859338,159.33333333333334,19.38473325721485
5.0,19.0,11.812758048778363,231.44444444444446,19.592752470569707
5.0,20.0,11.784519214887126,221.11111111111111,18.7628453125
5.0,21.0,6.339064306883498,120.88888888888889,19.07046261663845
5.0,22.0,9.763092508885778,188.33333333333334,19.290335839993702
5.0,23.0,8.550911232652163,167.0,19.5300822867042
5.0,24.0,7.382078729019736,139.33333333333334,18.8745390625
5.0,0.0,8.626259374235971,171.44444444444446,19.874714752549313
5.0,1.0,9.457809353279194,186.44444444444446,19.713280050395685
5.0,2.0,13.313216103911246,254.22222222222223,19.09547777471554
5.0,3.0,12.28139418949612,237.88888888888889,19.369860230717745
5.0,4.0,8.125750782573789,161.66666666666666,19.895597464467105
5.0,5.0,12.817715005114703,244.33333333333334,19.062159927556202
5.0,6.0,10.196735773461734,196.44444444444446,19.265424623016653
5.0,7.0,9.28906070528502,183.11111111111111,19.712554037560533
5.0,8.0,17.219879304658285,332.77777777777777,19.325209653923384
5.0,9.0,6.308370652887918,123.88888888888889,19.638809401944958
5.0,10.0,12.968134090540266,241.0,18.584015118705462
5.0,11.0,23.99568217651646,449.22222222222223,18.720960667742826
5.0,12.0,8.573071701739261,162.88888888888889,19.000061419740934
5.0,13.0,9.891925286633908,190.44444444444446,19.252515453364307
5.0,14.0,10.454004415062517,199.55555555555554,19.088910587030984
5.0,15.0,15.421349424374329,312.55555555555554,20.267717626678216
5.0,16.0,13.486792015830913,253.55555555555554,18.800286625457694
5.0,17.0,8.946118649840741,169.88888888888889,18.990234261191386
5.0,18.0,8.081210048331641,156.55555555555554,19.37278633017048
5.0,19.0,11.609425279436365,227.66666666666666,19.610502775699832
5.0,20.0,11.380892126820408,214.77777777777777,18.8717875
5.0,21.0,6.534408731482815,125.0,19.129504311193354
5.0,22.0,10.301126199111291,201.0,19.512429623213514
5.0,23.0,8.563313684755112,167.44444444444446,19.55369738966101
5.0,24.0,7.863847957742302,150.0,19.07463125
10.0,0.0,24.26210629088855,419.8888888888889,17.30636589645867
10.0,1.0,29.990555135712604,524.1111111111111,17.47587227843616
10.0,2.0,45.285858861246794,784.7777777777778,17.329422418205443
10.0,3.0,36.145207728498775,627.7777777777778,17.36821607149888
10.0,4.0,27.96989576057795,488.22222222222223,17.455275
10.0,5.0,45.534896658322054,789.3333333333334,17.334690342139453
10.0,6.0,42.30222550306786,697.8888888888889,16.497687310524036
10.0,7.0,18.888199932257525,335.3333333333333,17.75358872396551
10.0,8.0,57.065471060402416,948.1111111111111,16.614444663175714
10.0,9.0,23.281326317274743,414.77777777777777,17.81589983857632
10.0,10.0,53.778703200171975,932.8888888888889,17.346808929485412
10.0,11.0,50.4785769095726,864.7777777777778,17.131579983463915
10.0,12.0,44.2209434743649,740.8888888888889,16.754253317059728
10.0,13.0,52.603675135612576,879.1111111111111,16.71197133745423
10.0,14.0,54.593001333935206,923.8888888888889,16.923211150045276
10.0,15.0,35.736704640004575,617.7777777777778,17.28692625693925
10.0,16.0,33.35548597245328,586.1111111111111,17.57165557699122
10.0,17.0,34.60391686315211,597.3333333333334,17.262015039962204
10.0,18.0,31.50763966256182,555.4444444444445,17.62888145202567
10.0,19.0,40.7676523055563,698.8888888888889,17.143221386668767
10.0,20.0,34.9913433876337,606.3333333333334,17.3280953125
10.0,21.0,31.20944389494867,516.5555555555555,16.551257923540298
10.0,22.0,36.586261550126395,644.6666666666666,17.620457498326704
10.0,23.0,35.114647140044234,607.8888888888889,17.311547698728297
10.0,24.0,36.14625791059119,617.1111111111111,17.0726140625
10.0,0.0,24.66802166462065,428.6666666666667,17.377423795661272
10.0,1.0,29.493946312294234,520.0,17.630736643174927
10.0,2.0,48.25464269601618,829.8888888888889,17.19811488641285
10.0,3.0,37.39822986699543,643.4444444444445,17.205211228788535
10.0,4.0,27.85447390975424,484.44444444444446,17.3919796875
10.0,5.0,45.92636610961337,785.1111111111111,17.09499744084413
10.0,6.0,42.05618401230362,701.7777777777778,16.68667270364975
10.0,7.0,18.949132917247983,334.44444444444446,17.649590928776725
10.0,8.0,56.32802720204929,932.1111111111111,16.54790976022678
10.0,9.0,19.624112808267867,351.6666666666667,17.92013071380763
10.0,10.0,52.864186397314185,921.3333333333334,17.42830820111028
10.0,11.0,49.144010128238136,842.6666666666666,17.146884523012716
10.0,12.0,40.48558261975874,676.4444444444445,16.70827985353754
10.0,13.0,53.83678650477168,903.7777777777778,16.78736485688413
10.0,14.0,55.6315805260015,944.7777777777778,16.98275995117918
10.0,15.0,35.83670853558344,615.6666666666666,17.17977715658097
10.0,16.0,34.362589059916594,603.0,17.548153864325368
10.0,17.0,33.895265320430134,581.4444444444445,17.154149375959683
10.0,18.0,31.187405213833998,547.0,17.53913146186858
10.0,19.0,40.899125062110414,694.2222222222222,16.974011575258867
10.0,20.0,34.46850249985147,594.3333333333334,17.2427953125
10.0,21.0,30.1446510905195,499.3333333333333,16.564574983267057
10.0,22.0,34.6206012893133,616.2222222222222,17.799292885546674
10.0,23.0,33.219218267216604,580.8888888888889,17.486530965786056
10.0,24.0,34.66760440352995,599.7777777777778,17.3008140625
10.0,0.0,23.55913199645905,405.44444444444446,17.20965120894025
10.0,1.0,30.152992560308892,523.8888888888889,17.374358045592345
10.0,2.0,48.08822651685176,835.3333333333334,17.37084924603331
10.0,3.0,35.4722064836988,615.4444444444445,17.350046852238275
10.0,4.0,25.77619804261603,455.55555555555554,17.673496875
10.0,5.0,44.5105023564582,769.4444444444445,17.286806567187686
10.0,6.0,40.095949736905084,659.6666666666666,16.452202055199024
10.0,7.0,17.414537575719287,310.55555555555554,17.833120989015317
10.0,8.0,55.522864547984064,933.6666666666666,16.815895113980865
10.0,9.0,23.729831586571983,419.77777777777777,17.689875979369265
10.0,10.0,51.7619434825632,902.6666666666666,17.438809401944958
10.0,11.0,50.170022990490565,854.1111111111111,17.024331666601046
10.0,12.0,42.67100000547942,716.7777777777778,16.79777314067483
10.0,13.0,53.85858891421372,894.4444444444445,16.607275877003033
10.0,14.0,53.70148826169681,904.4444444444445,16.84207409740541
10.0,15.0,35.78303208312491,632.0,17.662002441040986
10.0,16.0,32.22181228976028,566.3333333333334,17.576085672664277
10.0,17.0,34.937730314575184,605.0,17.316522697744006
10.0,18.0,31.842221382035724,561.4444444444445,17.632075278554275
10.0,19.0,42.68674145406716,735.7777777777778,17.236681759124377
10.0,20.0,34.77774492577771,604.1111111111111,17.3706234375
10.0,21.0,32.295431913864576,534.5555555555555,16.552048505846688
10.0,22.0,37.3109385587794,655.5555555555555,17.570063388322374
10.0,23.0,36.968826630462786,642.5555555555555,17.381010275995116
10.0,24.0,37.79571042649568,647.3333333333334,17.1271640625
10.0,0.0,24.85539435543686,433.55555555555554,17.443117150169847
10.0,1.0,30.51327888856984,528.3333333333334,17.314865939603923
10.0,2.0,46.85317064598367,818.4444444444445,17.468283003267846
10.0,3.0,39.244432776681336,673.6666666666666,17.165916768376707
10.0,4.0,28.141814177168236,486.3333333333333,17.2815203125
10.0,5.0,46.667142772206596,794.5555555555555,17.02601677231387
10.0,6.0,41.518718537536,690.7777777777778,16.63774321823694
10.0,7.0,17.188205987193115,296.3333333333333,17.240503956848695
10.0,8.0,56.68123703404044,940.4444444444445,16.59181227607386
10.0,9.0,23.110711069501235,408.0,17.65415173825741
10.0,10.0,51.40649734451851,895.7777777777778,17.425380526792395
10.0,11.0,49.84664834253808,849.1111111111111,17.03446749872042
10.0,12.0,41.94027872620468,710.4444444444445,16.93943068624749
10.0,13.0,53.08764298497084,885.1111111111111,16.672639080278753
10.0,14.0,55.41225891645405,938.3333333333334,16.93367770384661
10.0,15.0,38.242186643532904,654.6666666666666,17.118965313595023
10.0,16.0,34.11810053000171,600.3333333333334,17.59574313949368
10.0,17.0,33.90750909793221,582.2222222222222,17.170893342257568
10.0,18.0,31.546042625183816,557.4444444444445,17.670820111027993
10.0,19.0,42.630785554076226,731.3333333333334,17.155051773691877
10.0,20.0,34.28656520602653,594.8888888888889,17.3504953125
10.0,21.0,31.823376731150898,523.0,16.434459624394663
10.0,22.0,35.14136144382988,618.3333333333334,17.595599826764833
10.0,23.0,34.17156262525228,583.1111111111111,17.064221426040394
10.0,24.0,37.712484211552095,643.1111111111111,17.053003125
10.0,0.0,24.248903777595622,421.3333333333333,17.375355900526
10.0,1.0,29.38373454182238,513.0,17.458638529075948
10.0,2.0,47.35206511065998,818.7777777777778,17.29127918421985
10.0,3.0,35.15912517907195,605.8888888888889,17.23276349462577
10.0,4.0,27.667088627140977,478.1111111111111,17.2808609375
10.0,5.0,44.79491815585629,770.4444444444445,17.199371628804283
10.0,6.0,42.66653592973925,699.3333333333334,16.390675223433995
10.0,7.0,16.1844546393787,283.77777777777777,17.533972203630064
10.0,8.0,56.13636664267586,929.0,16.548986967990867
10.0,9.0,21.529367388935434,386.1111111111111,17.934159612583173
10.0,10.0,52.48146589667366,922.7777777777778,17.58292688688531
10.0,11.0,50.23405390755194,859.8888888888889,17.117648726327808
10.0,12.0,41.78344775910869,703.1111111111111,16.82750344501752
10.0,13.0,51.58410124485294,867.0,16.807504232450096
10.0,14.0,56.235282698245946,949.6666666666666,16.887381392968226
10.0,15.0,37.26260210731415,643.1111111111111,17.25888893263514
10.0,16.0,33.37073528396417,586.4444444444445,17.57361470924052
10.0,17.0,32.940522653645175,568.3333333333334,17.253318634591913
10.0,18.0,32.16619450455321,569.7777777777778,17.71355880152762
10.0,19.0,42.70930767715456,734.3333333333334,17.19375408480649
10.0,20.0,33.96933133260132,594.2222222222222,17.492903125
10.0,21.0,29.987897754620363,501.0,16.706739635418717
10.0,22.0,36.024736188175346,631.1111111111111,17.518826725461633
10.0,23.0,34.03518330070508,590.7777777777778,17.357855033662744
10.0,24.0,35.62924064541332,609.3333333333334,17.1020578125
15.0,0.0,60.364180802985736,909.1111111111111,15.060439800851974
15.0,1.0,89.95357137216087,1317.4444444444443,14.645827001063035
15.0,2.0,104.02731881212557,1630.7777777777778,15.676437655025788
15.0,3.0,95.89828461752266,1474.3333333333333,15.373928107405803
15.0,4.0,60.74648830990689,926.5555555555555,15.252825
15.0,5.0,95.47795748146832,1431.3333333333333,14.991243749753927
15.0,6.0,105.45337665561202,1609.888888888889,15.26635694318674
15.0,7.0,40.77041921861264,643.8888888888889,15.793040670892555
15.0,8.0,102.14292283633168,1579.7777777777778,15.466345919130674
15.0,9.0,52.72425066858777,810.1111111111111,15.365056892003622
15.0,10.0,105.7966798908095,1622.3333333333333,15.334444663175715
15.0,11.0,99.97819765246898,1581.3333333333333,15.816781763061538
15.0,12.0,123.7564426199784,1683.6666666666667,13.604678924367102
15.0,13.0,112.30767856081701,1580.7777777777778,14.075420292137485
15.0,14.0,99.46539572870473,1533.4444444444443,15.41686365604945
15.0,15.0,90.41227739127146,1384.7777777777778,15.316258120398441
15.0,16.0,67.20476307403503,1079.4444444444443,16.062022914287965
15.0,17.0,95.46789603327412,1387.7777777777778,14.536591204378125
15.0,18.0,84.82138003710878,1289.3333333333333,15.200570101185086
15.0,19.0,75.46266829299242,1150.5555555555557,15.246685302570967
15.0,20.0,72.62021894871664,1070.6666666666667,14.74336875
15.0,21.0,78.40199894716496,1174.2222222222222,14.97694239930706
15.0,22.0,80.68139485249013,1242.6666666666667,15.40214654120241
15.0,23.0,79.08863799543757,1206.0,15.248713728886964
15.0,24.0,81.96000160816997,1165.111111111111,14.21560625
15.0,0.0,62.91231453844925,924.0,14.687108665113437
15.0,1.0,86.11220873004605,1301.7777777777778,15.117226662467026
15.0,2.0,101.83022409463476,1614.2222222222222,15.852093389503525
15.0,3.0,96.12156754861974,1509.5555555555557,15.704649789361786
15.0,4.0,62.69523075879228,948.8888888888889,15.1349453125
15.0,5.0,89.6250232793881,1375.3333333333333,15.345416748690893
15.0,6.0,106.00244830916876,1616.0,15.244930902791449
15.0,7.0,28.403881434630694,465.0,16.37100200795307
15.0,8.0,102.05983618276476,1584.0,15.520307098704674
15.0,9.0,53.07615687940725,822.3333333333334,15.493460372455608
15.0,10.0,108.0998145191737,1687.111111111111,15.606975077758968
15.0,11.0,100.3973398874095,1612.4444444444443,16.06062915862829
15.0,12.0,125.46407855935135,1707.111111111111,13.606373479270838
15.0,13.0,107.51058911213644,1544.111111111111,14.362409543682823
15.0,14.0,99.59253296332481,1555.111111111111,15.614736013228868
15.0,15.0,91.34472610626821,1429.4444444444443,15.64889956297492
15.0,16.0,68.74699329538838,1115.6666666666667,16.228588527107366
15.0,17.0,98.88421309168362,1457.3333333333333,14.737775502972559
15.0,18.0,94.64431079057364,1434.5555555555557,15.157335328162526
15.0,19.0,78.08958612335375,1189.6666666666667,15.23463915902201
15.0,20.0,76.49202507699235,1127.5555555555557,14.740825
15.0,21.0,80.48093716287624,1224.0,15.208570416158116
15.0,22.0,79.0363814668257,1225.6666666666667,15.50762628449939
15.0,23.0,77.28579058805045,1187.3333333333333,15.362893027284539
15.0,24.0,76.29821815660857,1092.4444444444443,14.3180859375
15.0,0.0,61.43857209076925,911.2222222222222,14.831435549575987
15.0,1.0,90.6389622568894,1350.888888888889,14.904063939525178
15.0,2.0,100.33710536787949,1596.111111111111,15.907486121500847
15.0,3.0,94.96446043394143,1485.7777777777778,15.645619118862948
15.0,4.0,64.0296092966617,970.6666666666666,15.159653125
15.0,5.0,96.61842123356351,1443.4444444444443,14.93964014331273
15.0,6.0,106.0896931607584,1622.2222222222222,15.291044529312178
15.0,7.0,31.745752977512666,511.55555555555554,16.114141501633924
15.0,8.0,102.86844391233362,1602.111111111111,15.57436906964841
15.0,9.0,52.50460243113578,807.5555555555555,15.380662230796489
15.0,10.0,110.64230953907666,1731.0,15.645009646049058
15.0,11.0,98.9618633017588,1593.6666666666667,16.10384660813418
15.0,12.0,122.53831019325746,1679.5555555555557,13.70637111697311
15.0,13.0,107.68405718438446,1530.7777777777778,14.215454151738257
15.0,14.0,95.83631515110358,1499.4444444444443,15.64588999566912
15.0,15.0,95.02917913202143,1462.888888888889,15.394102130005118
15.0,16.0,66.95741099955045,1072.7777777777778,16.021792983975747
15.0,17.0,100.40814096991994,1463.4444444444443,14.574958069215324
15.0,18.0,87.79453551685103,1350.7777777777778,15.385670301980394
15.0,19.0,77.7619323108938,1185.0,15.238818851135871
15.0,20.0,79.22037042265332,1175.0,14.83204375
15.0,21.0,75.92530550092735,1150.111111111111,15.147928658608606
15.0,22.0,77.49354718018947,1192.6666666666667,15.390528760974842
15.0,23.0,78.99683337370836,1197.4444444444443,15.158132209929525
15.0,24.0,79.70558647713585,1147.6666666666667,14.3988234375
15.0,0.0,63.41476540889752,934.5555555555555,14.737191717568525
15.0,1.0,88.48615734433919,1293.111111111111,14.613710776014804
15.0,2.0,97.74584824610743,1547.2222222222222,15.829032639080278
15.0,3.0,93.40279822355782,1448.888888888889,15.512264262372534
15.0,4.0,63.76121928476053,953.7777777777778,14.9585875
15.0,5.0,93.69818078844627,1397.111111111111,14.910760266152211
15.0,6.0,106.35633420390785,1609.6666666666667,15.134657269971258
15.0,7.0,30.950764897273643,499.77777777777777,16.14750974447813
15.0,8.0,103.09140830497277,1591.7777777777778,15.44045041143352
15.0,9.0,50.661262715615734,779.0,15.376640025197842
15.0,10.0,106.95186401100776,1659.2222222222222,15.513728886964053
15.0,11.0,98.65111794849533,1574.6666666666667,15.961974880900822
15.0,12.0,121.09440112460275,1656.2222222222222,13.677116421906375
15.0,13.0,106.74992735226822,1497.888888888889,14.031755580928383
15.0,14.0,98.1134979173153,1517.6666666666667,15.468479861411867
15.0,15.0,90.89674272960004,1425.4444444444443,15.682018977125084
15.0,16.0,65.62160089732706,1051.3333333333333,16.021147289263357
15.0,17.0,97.41929761252734,1435.3333333333333,14.7335627386905
15.0,18.0,91.82364430463133,1384.7777777777778,15.08084097799126
15.0,19.0,78.75813498415025,1192.2222222222222,15.137766053781645
15.0,20.0,75.01710665037827,1118.2222222222222,14.9062296875
15.0,21.0,79.38733455041883,1181.4444444444443,14.882026851450844
15.0,22.0,77.50297888315134,1182.111111111111,15.25246033308398
15.0,23.0,78.48898680602346,1197.2222222222222,15.253378479467695
15.0,24.0,77.51432402478807,1118.5555555555557,14.4303078125
15.0,0.0,62.36220117347116,921.8888888888889,14.782815095389221
15.0,1.0,89.82542818656161,1363.111111111111,15.175113980865389
15.0,2.0,100.61009950453062,1589.6666666666667,15.800269301941022
15.0,3.0,96.75802875514522,1515.4444444444443,15.662208748375921
15.0,4.0,61.22734151672531,922.6666666666666,15.0695203125
15.0,5.0,92.57840952164301,1391.2222222222222,15.027501870152369
15.0,6.0,106.01468132498442,1601.3333333333333,15.104826174258829
15.0,7.0,32.92316295695041,522.7777777777778,15.878722784361589
15.0,8.0,102.49812399144372,1595.2222222222222,15.563428481436278
15.0,9.0,53.996813987187764,825.6666666666666,15.291025630930351
15.0,10.0,106.80120630867464,1700.2222222222222,15.919503917477066
15.0,11.0,97.77252332159948,1565.0,16.00654198984212
15.0,12.0,120.91791023579474,1663.4444444444443,13.756807748336549
15.0,13.0,111.21461638937734,1577.6666666666667,14.1857852671365
15.0,14.0,96.53806226279927,1513.111111111111,15.673725737233749
15.0,15.0,92.1150020871606,1412.0,15.328664908067246
15.0,16.0,68.294173615561,1097.2222222222222,16.06611756368361
15.0,17.0,99.74308814304167,1450.111111111111,14.538462144178904
15.0,18.0,88.50652029001185,1352.4444444444443,15.28073231229576
15.0,19.0,73.96651894727322,1127.0,15.236623489113745
15.0,20.0,77.47904652352997,1163.2222222222222,15.013378125
15.0,21.0,80.27348324652176,1201.888888888889,14.972427260915785
15.0,22.0,79.22321681184847,1218.7777777777778,15.384098586558526
15.0,23.0,82.38422055413743,1247.111111111111,15.137742430804362
15.0,24.0,81.35925523779693,1164.0,14.306915625
20.0,0.0,157.04707761516457,2152.5555555555557,13.706434963599117
20.0,1.0,155.51662886621813,2230.222222222222,14.340731524863184
20.0,2.0,176.39082977519067,2591.777777777778,14.693381629197999
20.0,3.0,147.17316616931637,2169.5555555555557,14.741515807708964
20.0,4.0,143.21901350309562,2048.1111111111113,14.300553125
20.0,5.0,163.65151409282848,2363.1111111111113,14.439897633765108
20.0,6.0,179.3819282872445,2690.4444444444443,14.998414110791764
20.0,7.0,162.3745595163524,2352.1111111111113,14.485712035906925
20.0,8.0,185.75644236598515,2677.1111111111113,14.411942202448916
20.0,9.0,160.90396933372864,2375.3333333333335,14.762428442064648
20.0,10.0,166.22914840883666,2556.222222222222,15.377701484310405
20.0,11.0,182.96626154530858,2615.0,14.292252450883893
20.0,12.0,250.51571939152998,3249.0,12.969246033308398
20.0,13.0,181.67410947665658,2499.3333333333335,13.757234536792787
20.0,14.0,151.17569573382877,2175.8888888888887,14.393113114689555
20.0,15.0,175.7496872984862,2550.777777777778,14.51369738966101
20.0,16.0,153.55202876961593,2230.3333333333335,14.524935627386904
20.0,17.0,41.84574443073386,643.4444444444445,15.37658018032206
20.0,18.0,125.17294769260276,1768.7777777777778,14.130671286271113
20.0,19.0,166.83493401800476,2300.1111111111113,13.786747509744478
20.0,20.0,185.55032101487296,2490.1111111111113,13.4201390625
20.0,21.0,88.28293209592985,1349.888888888889,15.290485452183157
20.0,22.0,123.69402352722325,1812.3333333333333,14.651745344304894
20.0,23.0,154.08378535598078,2184.3333333333335,14.176269931887083
20.0,24.0,179.0943531160074,2351.777777777778,13.1315015625
20.0,0.0,144.31257676310818,2027.7777777777778,14.051289383505454
20.0,1.0,154.5742520255546,2151.777777777778,13.92067404228513
20.0,2.0,190.93399719943278,2745.5555555555557,14.379605496279382
20.0,3.0,153.11232613058556,2203.3333333333335,14.390306704988385
20.0,4.0,135.7101485708025,1887.2222222222222,13.906271875
20.0,5.0,169.5123461439208,2399.6666666666665,14.15629434229694
20.0,6.0,165.18048652486448,2423.777777777778,14.673511555573054
20.0,7.0,147.1481843777933,2106.777777777778,14.3173888735777
20.0,8.0,178.66543287657882,2618.4444444444443,14.655573841489822
20.0,9.0,157.96542164804697,2356.0,14.914656482538682
20.0,10.0,180.17560319575668,2703.4444444444443,15.004497814874602
20.0,11.0,180.34887682238684,2522.0,13.9840072443797
20.0,12.0,240.635006446798,3099.4444444444443,12.880272451671326
20.0,13.0,177.95843962273858,2492.222222222222,14.004518288121579
20.0,14.0,166.43135466931784,2405.1111111111113,14.451069727154612
20.0,15.0,168.18939956362803,2434.3333333333335,14.473761959132249
20.0,16.0,150.64794932403404,2146.3333333333335,14.247345171069727
20.0,17.0,56.64619686903876,833.3333333333334,14.711196503799362
20.0,18.0,146.08951120015098,1981.0,13.560179534627348
20.0,19.0,158.64765197141222,2177.6666666666665,13.726434899011773
20.0,20.0,188.86879693384574,2522.5555555555557,13.3561265625
20.0,21.0,118.03534668618973,1780.4444444444443,15.083993858025906
20.0,22.0,149.7065697798495,2116.222222222222,14.135800622071734
20.0,23.0,170.2396412153738,2383.777777777778,14.002483562344974
20.0,24.0,174.95282277556876,2315.5555555555557,13.2353140625
20.0,0.0,123.12323628630136,1755.111111111111,14.254913727494214
20.0,1.0,153.19732490821792,2119.222222222222,13.83328477499114
20.0,2.0,201.02355877882943,2893.777777777778,14.395217134532855
20.0,3.0,167.12287693419435,2389.1111111111113,14.29553604472617
20.0,4.0,124.51985596871471,1785.7777777777778,14.341309375
20.0,5.0,169.4896093042554,2383.4444444444443,14.062481200047246
20.0,6.0,159.08845370936044,2320.777777777778,14.587971179967715
20.0,7.0,132.32018153858178,1937.3333333333333,14.641253592661128
20.0,8.0,174.9573307647008,2500.5555555555557,14.29237371550061
20.0,9.0,145.7522444208398,2191.222222222222,15.033883223748967
20.0,10.0,182.60914423851654,2750.1111111111113,15.060095279341706
20.0,11.0,177.07537693682505,2487.0,14.04486633332021
20.0,12.0,225.18164720510202,2910.1111111111113,12.92339383440293
20.0,13.0,172.79651153410958,2382.1111111111113,13.785643529272805
20.0,14.0,175.9980568185987,2614.0,14.852436710106698
