,index,focus_intensity,background_intensity,focus_std,background_std,centre_distance,segment
375,0,2025.3103448275863,12.032251749987164,50.12130350857144,8.768661599435056,453,25
376,1,3077.793103448276,11.453176076948091,58.60997873749817,8.359738163376917,357,25
377,2,3714.344827586207,11.34377299799757,57.34125064009567,8.710127163066485,320,25
378,3,3264.310344827586,11.519099034725906,51.12264053961965,8.675744385961883,357,25
379,4,2455.7241379310344,11.80033994249431,38.38902191469824,8.42726641702483,453,25
380,5,3253.1724137931033,11.158569588731623,66.18577249213384,8.006387582980555,357,25
381,6,3294.2758620689656,11.133986333841072,58.14126468128807,8.749593331295989,226,25
382,7,908.448275862069,12.125795837683341,20.35984250141736,12.476212118668396,160,25
383,8,3193.551724137931,11.173876628044294,68.35333465966612,8.665452299810921,226,25
384,9,1946.8620689655172,12.279795777781581,65.68982713345218,8.957679535137146,357,25
385,10,3400.310344827586,11.914013161272656,46.865253247476,8.766706108939173,320,25
386,11,3030.206896551724,11.147277037087747,61.578309722658375,8.92257040590234,160,25
387,12,3496.206896551724,9.950406690170977,78.59164617813587,7.737752607179729,0,25
388,13,3012.2413793103447,10.320656266579952,74.03943738138936,8.218705629486934,160,25
389,14,3242.655172413793,11.179513811634633,66.58325142104326,7.9901321061089705,320,25
390,15,2549.689655172414,11.914614318232385,53.02576045937378,9.005199027408814,357,25
391,16,2162.793103448276,11.568943718016738,33.18223383216908,10.23872733253387,226,25
392,17,3023.137931034483,10.202702211230724,57.52164458462034,7.84502016262395,160,25
393,18,2785.310344827586,10.501154178575707,62.51240067228365,8.076649669629811,226,25
394,19,2562.5862068965516,11.516458008865461,37.012129644006976,8.524866825266344,357,25
395,20,2853.0,11.821173988943846,67.6904720030818,8.684965712758622,453,25
396,21,2641.689655172414,11.683147495250646,35.793568530630694,8.096130209704159,357,25
397,22,2708.9310344827586,11.291702322476853,53.325888798699125,8.33913214339914,320,25
398,23,2693.862068965517,11.46694599428366,73.73097610298328,8.497253677109532,357,25
399,24,2486.9310344827586,12.063903412688905,42.96905946542976,8.832168254137763,453,25
400,0,2007.103448275862,11.987815339985282,52.197466464865634,8.532849910428148,453,25
401,1,3024.655172413793,11.447430856252888,59.77848526712885,8.433927683786957,357,25
402,2,3712.344827586207,11.376313560047237,65.94264794557253,8.617163626690845,320,25
403,3,3283.9310344827586,11.535442588440672,51.973422275888055,8.74129601865026,357,25
404,4,2544.0,11.749443769361106,36.8089194587961,8.624014817773139,453,25
405,5,3280.4827586206898,11.46032898902942,50.32146363863872,8.391896803041627,357,25
406,6,3234.103448275862,11.233518458299816,76.92286545292436,8.767487900215677,226,25
407,7,986.3793103448276,12.37920382002088,29.384975979528704,12.703453659037141,160,25
408,8,3213.9310344827586,11.055024046278389,55.61811354318177,8.478832194588536,226,25
409,9,1980.5862068965516,12.47628745999418,57.18784368135165,9.112303428302896,357,25
410,10,3264.0,11.827600592171695,43.98197122803216,8.532395481388823,320,25
411,11,3140.9310344827586,10.932225435999246,54.54952260259685,8.563363753016581,160,25
412,12,3538.0689655172414,9.926122944085984,92.32100333916728,7.998711920266895,0,25
413,13,3117.551724137931,10.299882121891526,69.71349555534128,8.213779523497239,160,25
414,14,3267.4827586206898,11.461456425747489,58.16363402869953,8.30861904571982,320,25
415,15,2469.2758620689656,12.199772373307775,32.87268707135637,9.427700815960195,357,25
416,16,2116.655172413793,11.853749850245597,31.47662062007179,10.457272183047673,226,25
417,17,2913.310344827586,10.09352162453576,61.73084147762985,7.592762512926931,160,25
418,18,2734.6206896551726,10.58398975679885,63.62466112265472,8.15078319812569,226,25
419,19,2532.2413793103447,11.344503585548273,44.7488433080437,8.556201876497456,357,25
420,20,2973.3793103448274,11.846298499033015,56.33668113142348,8.605194137526194,453,25
421,21,2730.896551724138,11.632219231888275,54.58454045858507,8.113408938520758,357,25
422,22,2729.689655172414,11.620947004056205,52.98802951889121,8.71415542787907,320,25
423,23,2691.8275862068967,11.295223690290781,79.91852271835326,8.443605059214407,357,25
424,24,2507.5172413793102,12.031786441664241,42.964797691434256,8.561118876409376,453,25
425,0,1986.3793103448277,11.879305439079909,50.33365487740265,8.444410268218059,453,25
426,1,3028.0344827586205,11.525170506084308,57.23061801628186,8.231957276905407,357,25
427,2,3723.5862068965516,11.274213147580825,66.67963409358022,8.495564659692493,320,25
428,3,3281.3793103448274,11.349804891406665,63.217421100190876,8.509505901586767,357,25
429,4,2606.5172413793102,11.754828509815331,40.17257658691301,8.369253778969641,453,25
430,5,3265.8275862068967,11.44229748926047,56.739616376808506,8.374173726570492,357,25
431,6,3297.793103448276,11.13736543497236,46.5450314473798,8.442809555057972,226,25
432,7,1039.5172413793102,12.35842111793801,24.43657616072631,11.647300150752889,160,25
433,8,3186.655172413793,11.084900049632887,68.67980472230838,8.681356091324231,226,25
434,9,1878.344827586207,12.210024131852334,45.81166532819656,8.908855357167953,357,25
435,10,3315.206896551724,11.688238075270842,50.663446191744406,8.784731391350189,320,25
436,11,3146.1724137931033,10.911754009139297,51.665414941430164,8.750482799902027,160,25
437,12,3529.9310344827586,9.835238066713448,95.04805718578321,7.957604758252774,0,25
438,13,3069.137931034483,10.31306692738195,79.6278950160363,8.320516203626871,160,25
439,14,3156.655172413793,11.369063307604101,61.21937706656732,8.130690718417178,320,25
440,15,2422.551724137931,12.458696666039124,43.21524811268752,9.46789578671397,357,25
441,16,2080.9310344827586,11.627247385715997,36.81353858389297,10.241393271522536,226,25
442,17,2908.137931034483,10.311742670591658,50.97715792589991,7.639767714516963,160,25
443,18,2805.862068965517,10.51110107994318,53.56898493945466,7.914086057550014,226,25
444,19,2518.206896551724,11.566207491143096,41.16692622125849,8.532756008255237,357,25
445,20,3022.4137931034484,11.819166210272297,56.65535080879421,8.733168234029108,453,25
446,21,2706.2758620689656,11.778940038337128,54.10583278629225,8.066862077185762,357,25
447,22,2856.793103448276,11.46419265262113,46.57539628005832,8.556463630961469,320,25
448,23,2691.8275862068967,11.497534400725668,78.26351110214563,8.473491039685094,357,25
449,24,2458.551724137931,12.016802443991853,44.478267616115595,8.92564404996621,453,25
450,0,2002.103448275862,12.063676641736125,56.007600978971944,8.595826819439496,453,25
451,1,3033.0,11.47369349980318,66.63539496445539,8.472296287459445,357,25
452,2,3689.5172413793102,11.43973668897294,59.00357715027067,8.744467355328048,320,25
453,3,3263.5862068965516,11.365721645073508,58.12502413281179,8.548863205284594,357,25
454,4,2617.344827586207,11.858402933474816,44.59725974423105,8.376160467044045,453,25
455,5,3287.344827586207,11.280977767889233,50.73547073288583,8.316012330331995,357,25
456,6,3268.5862068965516,11.273821646784986,66.99228840920439,8.722742370361091,226,25
457,7,1077.4827586206898,12.121147033151345,33.45776616165435,11.487334656685611,160,25
458,8,3190.0344827586205,11.08265052456828,73.49664911837147,8.502281299210123,226,25
459,9,1920.4827586206898,12.444508506050077,54.39106207612904,9.258827265904536,357,25
460,10,3339.137931034483,11.746984588132605,49.596109509496834,8.541668772940238,320,25
461,11,3128.137931034483,11.027244604562803,63.73421326530177,8.705442074555952,160,25
462,12,3523.793103448276,9.920417301340088,94.01444471200445,8.142359080583978,0,25
463,13,3161.103448275862,10.14597096476065,71.29411874355232,8.238515267203827,160,25
464,14,3231.2758620689656,11.160460772903866,52.36206612696279,8.143756380398186,320,25
465,15,2389.5172413793102,12.144309760564104,34.61574356755665,9.045768088774919,357,25
466,16,2030.4827586206898,11.649051626760684,36.10389289322114,9.729422529885095,226,25
467,17,2904.3793103448274,10.23523100686303,56.58951638812278,7.80415031719924,160,25
468,18,2798.448275862069,10.436976929264578,60.19255665227798,7.912390284399731,226,25
469,19,2533.862068965517,11.40723570487258,51.24903641679926,8.713950838976478,357,25
470,20,2982.551724137931,11.764422418661965,59.76020253791126,8.680006753790874,453,25
471,21,2774.2413793103447,11.698748694997347,55.619182483802014,8.234205752350414,357,25
472,22,2793.2413793103447,11.321727010559824,67.7910863698241,8.108650353811477,320,25
473,23,2773.8275862068967,11.547161940132469,78.49316639068444,8.546945131894962,357,25
474,24,2500.2758620689656,11.90469950709408,44.223489273995355,8.557720615627739,453,25
475,0,2784.896551724138,10.37469835184583,54.165356549905205,7.499637454721226,453,30
476,1,3995.551724137931,9.888984921870989,64.01055204331094,7.247785318712643,357,30
477,2,4095.0,9.816244929743792,0.0,7.507965517613604,320,30
478,3,4052.9310344827586,9.826385442160571,43.335842483531245,6.957200715179415,357,30
479,4,3334.9655172413795,10.09650922487121,58.072774058085315,7.208382992298009,453,30
480,5,3979.5172413793102,9.787817265399031,61.2392823499332,7.09261561575318,357,30
481,6,3634.551724137931,9.746318181040238,51.44101825485489,8.364927002931674,226,30
482,7,1234.2068965517242,11.167854361703949,35.75817177917935,11.788852706387127,160,30
483,8,3930.689655172414,9.662008591624023,87.42251877826597,7.870816467442985,226,30
484,9,2248.344827586207,10.778792423282958,49.518562080168635,7.999434623345784,357,30
485,10,4090.862068965517,9.998324890037482,15.285161021183901,7.354443767320344,320,30
486,11,3738.8275862068967,9.72709399442058,64.74462777102117,8.581722857972977,160,30
487,12,4084.8275862068967,8.864364228379744,26.507082938296712,7.588020171376621,0,30
488,13,3748.310344827586,9.044441758373411,84.00825224172135,7.966814224889253,160,30
489,14,3711.0344827586205,9.913497578257372,63.576987139199815,7.266927105934964,320,30
490,15,3069.310344827586,10.508515677146622,46.21397269544014,8.675399475418653,357,30
491,16,2682.448275862069,10.857491570966472,48.38608107560412,9.749632747675378,226,30
492,17,3720.4137931034484,8.991749602081159,80.12211251083295,7.097678511949557,160,30
493,18,3420.7241379310344,9.033890491023293,58.193432827569445,7.463897404561405,226,30
494,19,3160.862068965517,9.709656163891218,49.60584235470033,7.15167930753593,357,30
495,20,3877.5862068965516,10.052067466497801,59.47849060150279,7.278069727397121,453,30
496,21,3502.5862068965516,9.981444359821321,68.87545843961794,7.349701844092545,357,30
497,22,3425.9310344827586,9.775158739666946,80.8757800301275,7.497631600068269,320,30
498,23,3380.896551724138,9.723767307330265,63.66038384166415,7.147055233211007,357,30
499,24,2971.0689655172414,10.210578223142617,49.95855595113762,7.82067199717128,453,30
500,0,2699.4137931034484,10.362319011107498,51.48854391588369,7.339103673950483,453,30
501,1,3954.4827586206898,10.094669385065636,62.84278176510187,7.771465308046291,357,30
502,2,4095.0,9.86285919663181,0.0,7.356832189781353,320,30
503,3,4071.689655172414,9.831281341457153,35.807053291193,7.163432988107329,357,30
504,4,3438.103448275862,10.070140683564668,55.4867768202704,7.329872627790033,453,30
505,5,3965.1724137931033,10.000244955415974,68.27483454468884,7.426089499239544,357,30
506,6,3700.793103448276,9.841852932619076,45.22997122777286,8.186083548750588,226,30
507,7,1259.2413793103449,11.273740351537764,35.12603433000479,11.85415868150326,160,30
508,8,3917.862068965517,9.273424797617622,78.73251273290231,7.888484028661858,226,30
509,9,2360.9655172413795,10.977466241078917,64.18050125991414,7.984751386904208,357,30
510,10,4094.4137931034484,9.909265946704547,3.101915330213658,7.506534401970608,320,30
511,11,3725.448275862069,9.521130346232178,56.309848594641835,8.324204020260433,160,30
512,12,4094.1724137931033,8.734198771158157,3.8512780280661287,7.110614785641322,0,30
513,13,3836.3793103448274,9.101331316640708,87.47587403081727,7.91772165590415,160,30
514,14,3769.6206896551726,9.894091547005768,61.37471892939556,7.688853806110504,320,30
515,15,2959.344827586207,10.838789385407932,44.15355326980586,8.660779082485416,357,30
516,16,2586.793103448276,10.86795084632631,45.387511050223125,9.660692258090176,226,30
517,17,3718.655172413793,9.300640520974174,67.23416406912278,7.153299052214272,160,30
518,18,3432.551724137931,9.129983612589639,53.05662960746008,7.425715183029012,226,30
519,19,3170.4827586206898,9.933266229098564,61.24885400175209,7.46440546322694,357,30
520,20,3993.310344827586,9.93930774957641,93.06619944529507,7.13720396270708,453,30
521,21,3606.9310344827586,10.185954320628454,67.18627273303254,7.392276584592734,357,30
522,22,3376.793103448276,10.056683111126324,59.400092482422394,7.841983737466479,320,30
523,23,3393.1724137931033,10.254779304797275,72.30780420774798,7.411965258540191,357,30
524,24,2913.2758620689656,10.266839882592548,42.44176257489472,7.7507134323140425,453,30
525,0,2709.655172413793,10.342511851991306,56.23305928014904,7.4384592441687944,453,30
526,1,4023.2413793103447,9.945279741224391,53.761706133393545,7.361059990966049,357,30
527,2,4095.0,10.023621617689846,0.0,7.517795338261998,320,30
528,3,4036.5172413793102,9.799441416077633,54.77768277611829,7.195916809664323,357,30
529,4,3394.0689655172414,10.003966352325044,59.93555794206305,6.9085115476761985,453,30
530,5,4033.1724137931033,9.618373367677009,51.71144671888237,7.1554829786800545,357,30
531,6,3593.793103448276,9.980154332608807,71.36519933816135,8.372595892633903,226,30
532,7,1284.7931034482758,11.350148256858752,32.41261920104664,12.496596993500779,160,30
533,8,3935.5172413793102,9.527320551438498,104.01512512350777,7.805129078141155,226,30
534,9,2307.0689655172414,10.884361789522327,52.871953998500004,8.125958606339262,357,30
535,10,4090.137931034483,10.01309174382584,18.446052073511343,7.603332017936498,320,30
536,11,3751.8275862068967,9.68205107908744,53.10436631539642,8.324273513014667,160,30
537,12,4092.0344827586205,8.953749422375875,11.418323926224264,7.110418665352437,0,30
538,13,3903.344827586207,9.082149916993274,81.8776529918453,7.805736159196606,160,30
539,14,3664.5172413793102,9.95537960601756,59.88991089384564,7.231785108894066,320,30
540,15,3037.1724137931033,10.594815930445497,57.27855045695085,8.183444175555262,357,30
541,16,2585.137931034483,10.949619409882079,37.836056638163,9.853025990478939,226,30
542,17,3644.1724137931033,9.126055768539596,63.558319114466535,7.171947085034878,160,30
543,18,3285.9655172413795,9.479336031765047,61.270166424598344,7.555161691813725,226,30
544,19,3133.8275862068967,9.78111147717743,44.579312478661606,7.634024560482792,357,30
545,20,3949.5862068965516,9.914005673552516,59.27115786432625,7.163349252802191,453,30
546,21,3645.896551724138,9.93127877423882,55.5538538515967,7.0318043491104705,357,30
547,22,3394.6206896551726,9.937081757346522,72.62630557582659,7.462081972937162,320,30
548,23,3381.448275862069,9.826715971520992,65.94647056352576,7.134279350250555,357,30
549,24,2896.3793103448274,10.496091410087457,58.943230311244186,7.956745757496644,453,30
550,0,2681.655172413793,10.447030798062606,46.247666007888114,7.447740552486649,453,30
551,1,3985.206896551724,10.11059790514984,59.47667135269252,7.534769454460152,357,30
552,2,4095.0,9.973431429598316,0.0,7.42127612993872,320,30
553,3,3961.2413793103447,9.838256687603758,84.95258522274962,7.207109330785068,357,30
554,4,3266.0,10.003741720720875,58.36626328329725,7.098268775039626,453,30
555,5,4039.0344827586205,9.930256165602698,55.02694183925486,7.304264049603825,357,30
556,6,3612.689655172414,10.004402779441715,64.05068222107039,8.392418320461708,226,30
557,7,1143.0,11.296276249807459,31.645667568595687,13.414529721169067,160,30
558,8,4008.448275862069,9.36519750466378,67.74881915596278,7.77004963812115,226,30
559,9,2271.137931034483,10.99848427150901,66.52700988316883,8.614574116050818,357,30
560,10,4093.6206896551726,10.07832583135087,7.298624306385079,7.699985560031055,320,30
561,11,3693.689655172414,9.597886965376782,58.63981432456131,8.438117596464373,160,30
562,12,4092.2758620689656,8.83952318198155,8.721343425951577,7.351659349494887,0,30
563,13,3881.9655172413795,9.291312961029625,92.09533394845414,8.063617332438932,160,30
564,14,3699.2413793103447,9.701259220592513,52.78234760587254,7.110904626885069,320,30
565,15,3183.0344827586205,10.601627616423352,44.98925753663844,8.51492989609768,357,30
566,16,2550.4827586206898,10.728600095842818,48.07940321051902,10.143272598218841,226,30
567,17,3715.689655172414,9.336843647846104,74.63432853876839,7.304811169745273,160,30
568,18,3330.137931034483,9.108880008215099,58.20991984304028,7.529534268448743,226,30
569,19,3106.0344827586205,9.95059174382584,53.44896551279204,7.631160279258329,357,30
570,20,3977.689655172414,9.868862208834654,79.30217349209761,7.283466419201024,453,30
571,21,3606.448275862069,10.077907588697393,55.16782308487349,7.232714241867071,357,30
572,22,3476.4827586206898,9.74277007136867,74.10738745326698,7.436621687675516,320,30
573,23,3476.7586206896553,9.88705629909805,52.11172028633243,7.4350151216726745,357,30
574,24,2970.137931034483,10.536181733385819,54.271173613388484,8.066358285278671,453,30
575,0,2684.4827586206898,10.448796830341097,63.831470289243406,7.3848573148076,453,30
576,1,3946.8275862068967,10.145147315545362,55.49033402346459,7.33446465134175,357,30
577,2,4095.0,9.834815545362748,0.0,7.513111901263806,320,30
578,3,4013.4137931034484,9.802031097571412,52.41118414559435,7.11303977445906,357,30
579,4,3395.793103448276,10.07858683188143,58.75101132532034,7.154074488358498,453,30
580,5,4007.896551724138,10.090480540485034,47.83184974656906,7.2829202499775905,357,30
581,6,3582.9310344827586,9.792145167639358,52.30014903023717,8.183469858099656,226,30
582,7,1339.448275862069,11.33849736432251,31.156541580128,12.336200742026694,160,30
583,8,3918.5172413793102,9.364229449417241,80.89142177343616,7.799763248089455,226,30
584,9,2279.103448275862,11.193278380598676,61.37074717484747,8.143855895233006,357,30
585,10,4071.344827586207,10.060668717588868,34.85860687471798,7.601484690456692,320,30
586,11,3767.689655172414,9.486151996440125,54.70932811358329,7.980626851313876,160,30
587,12,4094.6206896551726,8.71124356056068,2.007121684255896,7.309485381206392,0,30
588,13,3918.0,9.050256507898474,86.65110381930197,7.967032083692641,160,30
589,14,3611.6206896551726,9.898440842732205,62.088043045175354,7.475735876616483,320,30
590,15,3055.6206896551726,10.770201868934947,56.71611933681486,8.809502833718334,357,30
591,16,2440.689655172414,10.862746880829725,45.88148409369203,10.043890594418434,226,30
592,17,3620.8275862068967,9.094238306320491,71.3181647149696,7.042042263789331,160,30
593,18,3330.2413793103447,9.093544087696179,66.13030771210354,7.560202850935479,226,30
594,19,3138.9655172413795,9.98856625134779,58.26129179209971,7.235734346278409,357,30
595,20,3972.0,9.859008369131766,84.80688000717703,7.164734305496971,453,30
596,21,3595.4137931034484,10.037374420236526,50.22330633685391,7.299834094396232,357,30
597,22,3437.137931034483,9.843304480651732,78.37607135622852,7.44627930866212,320,30
598,23,3449.6206896551726,10.146825634530797,60.35950560405341,7.55340032110941,357,30
599,24,3015.551724137931,10.548434852556094,60.450370756626086,8.028279862885768,453,30
600,0,99.10344827586206,17.999635241061803,7.193602654016716,14.816466004196679,453,5
601,1,166.20689655172413,17.38436606821955,6.5198863452376,14.94076161984853,357,5
602,2,253.06896551724137,17.307573080148558,15.14966947285458,13.907397265277796,320,5
603,3,236.6551724137931,17.378457187355593,9.124713928700357,14.069232250265692,357,5
604,4,67.03448275862068,17.559217169556213,5.467665193068778,14.412767020332387,453,5
605,5,230.55172413793105,17.289642129764328,12.813210335287325,13.851804203800988,357,5
606,6,142.72413793103448,17.19955415974944,14.012055281876187,13.754581681484863,226,5
607,7,106.37931034482759,17.062937496790976,10.603882805786686,14.1206392069108,160,5
608,8,309.55172413793105,17.284636054014275,24.104064912441853,13.468553517273971,226,5
609,9,99.3103448275862,17.470069443255916,5.78406519896876,13.66563700382198,357,5
610,10,254.13793103448276,16.795992786116482,9.328207640717867,13.238926461631694,320,5
611,11,433.82758620689657,16.461276720464152,22.00951042949426,12.753789153690215,160,5
612,12,154.3793103448276,17.17038735045953,13.656913856215828,13.55618267303113,0,5
613,13,192.24137931034483,17.00613458214243,8.853813409520578,13.36243954758196,160,5
614,14,150.10344827586206,17.312710725838198,8.142459289539454,14.376003943423543,320,5
615,15,272.9310344827586,17.437921451676395,24.23723415778914,14.072216833613021,357,5
616,16,236.10344827586206,17.37870428212018,16.185018248231927,13.650553242835992,226,5
617,17,169.6206896551724,16.969375224631605,10.104330901779276,13.442555808299154,160,5
618,18,139.75862068965517,16.90234729329614,10.987940638573424,13.14553113580177,226,5
619,19,223.58620689655172,17.42590686987626,10.155743207423317,14.044479663748193,357,5
620,20,213.13793103448276,17.452612358589057,11.906892057879856,13.585157769457311,453,5
621,21,133.20689655172413,16.971182974208013,7.562973828278761,12.742888863729041,357,5
622,22,174.6206896551724,16.93705073679166,13.03685437282203,13.14767377969355,320,5
623,23,170.79310344827587,17.50888043608482,8.691570670105397,13.711947741372693,357,5
624,24,155.3448275862069,17.04514453439217,8.001188972288649,12.706416179133518,453,5
625,0,97.65517241379311,17.895410455424532,6.824276453090431,14.490931731724917,453,5
626,1,168.44827586206895,17.25345290865837,8.938819666340093,14.78424858862784,357,5
627,2,254.44827586206895,17.1883642968389,14.58999706198489,13.68362610454207,320,5
628,3,241.0344827586207,17.371789907408992,11.137023556497427,13.98223553087978,357,5
629,4,78.17241379310344,17.570262626435504,5.166663470266103,14.29698587009238,453,5
630,5,236.10344827586206,17.22885360865324,11.232173086599254,13.754115314169555,357,5
631,6,144.6206896551724,17.172946011398448,14.662675564056837,13.867392922231673,226,5
632,7,99.79310344827586,16.977712266169195,7.747655086161621,14.086229213658672,160,5
633,8,301.0,17.258883645107737,21.010670523856895,13.57798725437134,226,5
634,9,95.62068965517241,17.322105675263995,8.887859961587466,13.528102745083025,357,5
635,10,251.06896551724137,16.916825335021993,11.340896499510258,13.481370121338418,320,5
636,11,423.9655172413793,16.297603715620667,20.15369010212426,12.750002390694325,160,5
637,12,162.6206896551724,17.262057368772357,12.18935033516312,13.516727388876456,0,5
638,13,192.6551724137931,16.841956691026716,10.21248681953808,13.151239145842991,160,5
639,14,155.6206896551724,17.372212428759692,7.5311481613246745,14.321758298867525,320,5
640,15,277.2758620689655,17.368334859402008,23.382717684773137,14.037486726393224,357,5
641,16,229.27586206896552,17.346238597271903,12.128326921385716,13.6248402412786,226,5
642,17,168.10344827586206,16.97571839326362,7.406170901332104,13.441099195708516,160,5
643,18,148.17241379310346,16.813429546971538,11.951248572825557,13.095830942998518,226,5
644,19,225.27586206896552,17.416004894829623,9.569695529780411,14.09447418325951,357,5
645,20,215.51724137931035,17.474716108439303,11.845618103420389,13.458043597644432,453,5
646,21,128.51724137931035,17.013928229132794,6.558073148760591,12.669860868587277,357,5
647,22,175.31034482758622,16.925690795666537,10.799436282465162,13.046268821882407,320,5
648,23,163.06896551724137,17.52590858135515,9.317876902187976,13.8590396528781,357,5
649,24,154.3793103448276,17.039829322767805,6.250041616983917,12.99673946883299,453,5
650,0,97.41379310344827,17.931120462441594,9.47052502415024,14.70939121028706,453,5
651,1,169.93103448275863,17.386454072464016,9.947902341640217,14.89056767249488,357,5
652,2,251.93103448275863,17.27993590511561,14.764661992657725,13.919444881917492,320,5
653,3,243.9655172413793,17.43291965462356,10.032645879983555,14.112093720745015,357,5
654,4,70.75862068965517,17.585301177497474,5.940249457282443,14.276609994498545,453,5
655,5,222.51724137931035,17.40154824658988,12.366865322597043,13.861674724179533,357,5
656,6,146.89655172413794,17.167737767204642,15.568192213582433,13.682719739051446,226,5
657,7,101.96551724137932,17.14417819062452,8.21891325403115,14.042054942016925,160,5
658,8,295.7931034482759,17.303157464615175,19.398505648711488,13.592094201168509,226,5
659,9,96.17241379310344,17.555890482465898,7.547865491908801,13.68824890430049,357,5
660,10,242.58620689655172,16.874414888154856,9.356971368908484,13.425198701784028,320,5
661,11,438.82758620689657,16.500371176984032,24.94417071771063,12.893230486961395,160,5
662,12,154.24137931034483,17.195874480138286,12.816086799648465,13.550226748873634,0,5
663,13,181.48275862068965,17.00864403806329,9.470901678135426,13.264632578646212,160,5
664,14,153.82758620689654,17.34731789864622,9.843846197838849,14.483501127102745,320,5
665,15,274.7241379310345,17.58685648393777,21.80935666290825,14.17365382662895,357,5
666,16,236.68965517241378,17.35113984494001,13.35742967293112,13.640958703898708,226,5
667,17,180.10344827586206,17.097063316161496,6.439880206565245,13.43311489609536,160,5
668,18,146.3448275862069,16.89368293142104,12.499036823771567,13.133960188083021,226,5
669,19,230.68965517241378,17.500177565934724,8.952377639394761,14.045955333689182,357,5
670,20,212.10344827586206,17.428791781478374,12.750510003555656,13.525457685482216,453,5
671,21,134.68965517241378,17.10220951924558,8.229901110881409,12.822782253144148,357,5
672,22,183.3793103448276,16.90447487548991,15.515095637082744,13.16836281207943,320,5
673,23,167.9655172413793,17.56407776960071,7.897982102042614,13.873873625216385,357,5
674,24,148.20689655172413,17.022028872648857,7.140845648486274,13.001279363680293,453,5
675,0,103.41379310344827,18.027550531414196,8.896017091661014,14.641066319559165,453,5
676,1,165.41379310344828,17.506849124578547,9.136955055232118,15.09256044223421,357,5
677,2,253.93103448275863,17.397277037087747,13.279309897115834,14.23228284774504,320,5
678,3,249.68965517241378,17.58089304968423,10.31939402215761,14.123086925276075,357,5
679,4,80.17241379310344,17.700404550822366,5.777894650077652,14.419631742389274,453,5
680,5,227.44827586206895,17.4684135874309,13.862840946080063,13.999183634570711,357,5
681,6,141.17241379310346,17.42802375532698,16.20146644175329,14.351479459309614,226,5
682,7,81.0,17.321483124818155,5.644649587487008,14.403047523444092,160,5
683,8,301.7241379310345,17.440004107549335,25.166886497558156,13.761758975674386,226,5
684,9,95.20689655172414,17.618144457375617,7.019083889260112,13.97856539051169,357,5
685,10,233.68965517241378,16.98173424155813,11.386935794042472,13.454579626707375,320,5
686,11,429.58620689655174,16.55709172671105,27.79917791066703,12.845635903580186,160,5
687,12,157.82758620689654,17.373273545670813,11.341315880343902,13.696766715398798,0,5
688,13,176.89655172413794,17.199048203802906,6.364474827786776,14.107821689117337,160,5
689,14,166.44827586206895,17.375350853172225,8.20254883387938,14.330545672250215,320,5
690,15,287.0,17.633610878159818,21.342849888881062,14.262748040780943,357,5
691,16,234.48275862068965,17.42981652946311,14.620770982207123,13.764527142904344,226,5
692,17,183.9655172413793,17.132513392322306,11.26631463354883,13.413664274434613,160,5
693,18,155.10344827586206,17.025066747676668,10.758620689655173,13.263110206958288,226,5
694,19,233.0,17.559267444248576,10.09609005916442,14.122831136751648,357,5
695,20,217.10344827586206,17.460028410549555,10.492509076959772,13.314769365346585,453,5
696,21,123.62068965517241,17.23252793989286,7.8186946309005,12.76762165991855,357,5
697,22,178.0,16.94833259169248,15.5851388099092,13.095690680705202,320,5
698,23,176.0,17.63437034691677,7.012304456674956,13.969559759229242,357,5
699,24,150.44827586206895,17.081949887898134,7.351219494875062,13.15440939429354,453,5
700,0,101.51724137931035,18.12135561964093,8.290504288372881,14.961493397474987,453,5
701,1,162.0344827586207,17.43502584333122,9.55377794426495,14.992043126123653,357,5
702,2,257.9655172413793,17.399336160125966,11.839392920773486,14.04163936170503,320,5
703,3,237.13793103448276,17.566888873675744,9.842638200902462,14.240136903326263,357,5
704,4,83.93103448275862,17.761405937120266,5.501918376929737,14.552521930772542,453,5
705,5,232.48275862068965,17.481034674562288,14.597167154682309,13.981967574067413,357,5
706,6,145.3448275862069,17.440942211915317,14.305233819321025,13.997796655141856,226,5
707,7,92.72413793103448,17.260324496397338,6.648290170252166,14.357474119403754,160,5
708,8,293.86206896551727,17.48481169453525,19.99780011682498,13.686784638958919,226,5
709,9,93.51724137931035,17.64615173971829,5.580882946181313,13.778354552414793,357,5
710,10,249.44827586206895,17.086242490886374,10.902660880203864,13.651594625080682,320,5
711,11,441.9655172413793,16.64279831077034,24.962707024155865,13.060870432936444,160,5
712,12,156.3448275862069,17.40231948176419,11.75988465246318,13.613713254726164,0,5
713,13,185.24137931034483,17.08536535795581,13.161215677037701,13.38825432166276,160,5
714,14,166.89655172413794,17.486280357356794,8.555477485561243,14.440081406187716,320,5
715,15,280.7241379310345,17.65685704016841,17.830420637744528,14.314330162842603,357,5
716,16,238.79310344827587,17.494291148231188,14.257192523230891,13.809481551488249,226,5
717,17,175.82758620689654,17.20180368481405,9.501611353424948,13.55805566161391,160,5
718,18,153.10344827586206,17.016739333207823,12.098289498893996,13.312807891237536,226,5
719,19,228.27586206896552,17.568255917438258,11.054400127907059,14.150095905611426,357,5
720,20,213.68965517241378,17.58431065909052,12.564601200570188,13.561539562345063,453,5
721,21,127.17241379310344,17.202659424258503,7.16345594459508,12.835317616238463,357,5
722,22,186.93103448275863,17.087205197761385,14.994093169122571,13.272671769817943,320,5
